PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID
0007XX Main ST SE,3746172,MP 2018 998719,2,2018-03-13T10:03:28.000Z,2018-03-07T23:00:00.000Z,23:00:00,THEFT,Other Theft,7,2018-03-13T10:03:28.000Z,25090,44.98137672,-93.24786427,-10380304.77,5618590.109,MARCY HOLMES,2018-03-13T14:11:39.000Z,2018-03-13T20:00:33.000Z,1754
0001XX 5 ST N,3746192,MP 2018 998715,1,2018-03-13T12:04:53.000Z,2018-03-09T21:30:00.000Z,21:30:00,THEFT,Other Theft,7,2018-03-13T12:04:53.000Z,17874,44.98078144,-93.27429567,-10383247.1,5618496.425,DOWNTOWN WEST,2018-03-13T12:04:57.000Z,2018-03-13T20:00:33.000Z,1755
0008XX Lake ST W,3746193,MP 2018 998714,5,2018-03-13T12:11:47.000Z,2018-03-11T19:30:00.000Z,19:30:00,THEFT,Other Theft,7,2018-03-13T12:11:47.000Z,16079,44.9483642,-93.29001302,-10384996.75,5613396.146,LOWRY HILL EAST,2018-03-13T12:11:53.000Z,2018-03-13T20:00:33.000Z,1756
0007XX 4 ST SE,3746198,MP 2018 998711,2,2018-03-13T12:42:50.000Z,2018-03-10T18:30:00.000Z,18:30:00,TFMV,Theft From Motr Vehc,7,2018-03-13T12:42:50.000Z,17979,44.98408372,-93.24480127,-10379963.8,5619016.142,MARCY HOLMES,2018-03-13T12:42:56.000Z,2018-03-13T20:00:33.000Z,1757
0010XX Franklin AV E,3746200,MP 2018 079748,3,2018-03-13T12:50:00.000Z,2018-01-31T00:01:00.000Z,0:01:00,THEFT,Other Theft,7,2018-03-13T12:49:57.000Z,16490,44.96271307,-93.25892584,-10381536.14,5615653.332,VENTURA VILLAGE,2018-03-13T13:39:54.000Z,2018-03-13T20:00:33.000Z,1758
0010XX 13 AV SE,3746208,MP 2018 079585,2,2018-03-13T13:12:00.000Z,2018-03-13T00:01:00.000Z,0:01:00,AUTOTH,Motor Vehicle Theft,8,2018-03-13T13:21:46.000Z,18007,44.98874798,-93.23330586,-10378684.13,5619750.26,COMO,2018-03-13T14:15:44.000Z,2018-03-13T20:00:33.000Z,1759
0008XX Lake ST W,3746209,MP 2018 079651,5,2018-03-13T13:00:00.000Z,2018-03-12T02:00:00.000Z,2:00:00,THEFT,Other Theft,7,2018-03-13T13:23:36.000Z,16079,44.9483642,-93.29001302,-10384996.75,5613396.146,CARAG,2018-03-13T13:47:42.000Z,2018-03-13T20:00:33.000Z,1760
0018XX Olson Mem HY ,3746211,MP 2018 079773,4,2018-03-13T13:07:00.000Z,2018-03-13T13:07:00.000Z,13:07:00,TFMV,Theft From Motr Vehc,7,2018-03-13T13:38:18.000Z,16330,44.98452735,-93.30382152,-10386533.9,5619085.963,NEAR - NORTH,2018-03-13T15:30:05.000Z,2018-03-13T20:00:33.000Z,1761
00008X 8 ST S,3746214,MP 2018 079744,1,2018-03-13T13:44:00.000Z,2018-03-13T12:43:00.000Z,12:43:00,SHOPLF,Shoplifting,7,2018-03-13T13:43:52.000Z,17052,44.97563254,-93.27237593,-10383033.39,5617686.145,DOWNTOWN WEST,2018-03-13T16:45:46.000Z,2018-03-13T20:00:33.000Z,1762
0027XX Queen AV N,3746217,MP 2018 998709,4,2018-03-13T13:59:22.000Z,2018-03-08T10:00:00.000Z,10:00:00,THEFT,Other Theft,7,2018-03-13T13:59:22.000Z,10891,45.00873104,-93.30949683,-10387165.67,5622896.115,JORDAN,2018-03-13T13:59:29.000Z,2018-03-13T20:00:33.000Z,1763
0004XX HENNEPIN AV ,3746221,MP 2018 998707,1,2018-03-13T14:04:41.000Z,2018-03-13T11:00:00.000Z,11:00:00,THEFT,Other Theft,7,2018-03-13T14:04:41.000Z,16700,44.9800647,-93.27188308,-10382978.53,5618383.628,DOWNTOWN WEST,2018-03-13T14:04:43.000Z,2018-03-13T20:00:33.000Z,1764
0025XX Grand AV S,3746225,MP 2018 079812,5,2018-03-13T14:30:00.000Z,2018-03-13T13:41:00.000Z,13:41:00,BURGD,Burglary Of Dwelling,6,2018-03-13T14:17:29.000Z,16538,44.95643118,-93.28422219,-10384352.11,5614665.073,WHITTIER,2018-03-13T14:52:54.000Z,2018-03-13T20:00:33.000Z,1765
0022XX BLOOMINGTON AV ,3746234,MP 2018 998706,3,2018-03-13T14:48:17.000Z,2018-03-06T22:00:00.000Z,22:00:00,TFMV,Theft From Motr Vehc,7,2018-03-13T14:48:17.000Z,22834,44.96047631,-93.25233604,-10380802.56,5615301.435,VENTURA VILLAGE,2018-03-13T16:22:43.000Z,2018-03-13T20:00:33.000Z,1766
00001X Grant ST E,3746238,MP 2018 079818,1,2018-03-13T15:23:00.000Z,2018-03-13T13:44:00.000Z,13:44:00,ROBPER,Robbery Of Person,4,2018-03-13T15:23:24.000Z,16711,44.9698153,-93.27713789,-10383563.49,5616770.774,LORING PARK,2018-03-13T16:49:05.000Z,2018-03-13T20:00:33.000Z,1767
00003X 37 ST W,3746247,MP 2018 998703,5,2018-03-13T16:21:37.000Z,2018-03-13T10:00:00.000Z,10:00:00,TFMV,Theft From Motr Vehc,7,2018-03-13T16:21:37.000Z,12410,44.93592035,-93.2788352,-10383752.44,5611439.092,KING FIELD,2018-03-13T16:21:42.000Z,2018-03-13T20:00:33.000Z,1768
0045XX Nokomis AV S,3746253,MP 2018 080008,3,2018-03-13T17:05:00.000Z,2018-03-13T03:30:00.000Z,3:30:00,TFMV,Theft From Motr Vehc,7,2018-03-13T17:04:49.000Z,10958,44.92055393,-93.22833971,-10378131.3,5609022.988,ERICSSON,2018-03-13T17:43:19.000Z,2018-03-13T20:00:33.000Z,1769
0032XX Grand AV S,3746255,MP 2018 998701,5,2018-03-13T17:23:13.000Z,2018-03-13T13:40:00.000Z,13:40:00,THEFT,Other Theft,7,2018-03-13T17:23:13.000Z,11361,44.94382825,-93.28430723,-10384361.58,5612682.724,LYNDALE,2018-03-13T17:23:18.000Z,2018-03-13T20:00:33.000Z,1770
0004XX 15 AV SE,3735160,MP 2018 020454,2,2018-01-20T06:18:00.000Z,2018-01-19T23:30:00.000Z,23:30:00,THEFT,Other Theft,7,2018-01-20T06:17:31.000Z,16895,44.98043108,-93.23400904,-10378762.41,5618441.287,UNIVERSITY OF MINNESOTA,2018-02-16T14:33:15.000Z,2018-02-16T20:00:53.000Z,1771
0016XX 19 ST E,3739247,MP 2018 041031,3,2018-02-08T13:25:00.000Z,2018-02-08T06:00:00.000Z,6:00:00,THFTSW,Theft By Swindle,7,2018-02-08T13:24:11.000Z,21463,44.96413843,-93.25084677,-10380636.78,5615877.582,VENTURA VILLAGE,2018-02-14T21:15:06.000Z,2018-02-15T20:00:37.000Z,1772
0030XX Hennepin AV S,3739718,MP 2018 043572,5,2018-02-10T15:32:00.000Z,2018-02-10T14:08:00.000Z,14:08:00,THEFT,Other Theft,7,2018-02-10T15:31:51.000Z,11281,44.9474742,-93.29829195,-10385918.35,5613256.162,ECCO,2018-02-15T22:20:45.000Z,2018-02-16T20:00:53.000Z,1773
0042XX Webber PK ,3740402,MP 2018 047560,4,2018-02-14T05:20:00.000Z,2018-02-13T20:00:00.000Z,20:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-14T05:20:25.000Z,10472,45.03305328,-93.29090042,-10385095.53,5626726.551,WEBBER - CAMDEN,2018-02-15T06:18:05.000Z,2018-02-15T20:00:37.000Z,1774
0002XX Washington AV N,3740416,MP 2018 047639,1,2018-02-14T10:00:00.000Z,2018-02-14T01:00:00.000Z,1:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-14T09:46:39.000Z,17869,44.98410735,-93.27189562,-10382979.93,5619019.861,NORTH LOOP,2018-02-15T06:50:28.000Z,2018-02-15T20:00:37.000Z,1775
0007XX 22 AV NE,3740488,MP 2018 047869,2,2018-02-14T12:50:00.000Z,2018-02-14T10:50:00.000Z,10:50:00,THEFT,Other Theft,7,2018-02-14T12:49:24.000Z,14205,45.00988213,-93.2516868,-10380730.29,5623077.359,HOLLAND,2018-02-14T23:48:24.000Z,2018-02-15T20:00:37.000Z,1776
0006XX 12 AV SE,3740503,MP 2018 047933,2,2018-02-14T14:16:00.000Z,2018-02-13T20:15:00.000Z,20:15:00,ROBPAG,Robbery Per Agg,4,2018-02-14T14:16:02.000Z,17811,44.98404508,-93.23658517,-10379049.18,5619010.061,MARCY HOLMES,2018-02-15T12:13:03.000Z,2018-02-15T20:00:37.000Z,1777
0025XX Lake ST E,3740518,MP 2018 047980,3,2018-02-14T15:11:00.000Z,2018-02-14T14:24:00.000Z,14:24:00,SHOPLF,Shoplifting,7,2018-02-14T15:11:30.000Z,19097,44.94837171,-93.23514707,-10378889.1,5613397.327,LONGFELLOW,2018-02-14T20:00:12.000Z,2018-02-15T20:00:37.000Z,1778
0006XX 1 AV S,3740528,MP 2018 047717,1,2018-02-14T11:30:00.000Z,2018-02-14T10:41:00.000Z,10:41:00,THEFT,Other Theft,7,2018-02-14T15:57:05.000Z,17242,44.98000271,-93.27539336,-10383369.29,5618373.872,DOWNTOWN WEST,2018-02-15T04:08:33.000Z,2018-02-15T20:00:37.000Z,1779
0008XX Broadway AV W,3740531,MP 2018 048055,4,2018-02-14T16:00:00.000Z,2018-02-09T16:00:00.000Z,16:00:00,ROBPAG,Robbery Per Agg,4,2018-02-14T16:04:51.000Z,15961,44.999141,-93.29028401,-10385026.91,5621386.255,HAWTHORNE,2018-02-14T20:06:30.000Z,2018-02-15T20:00:37.000Z,1780
14 AV N / Bryant AV N,3740557,MP 2018 048139,4,2018-02-14T18:00:00.000Z,2018-02-14T14:30:00.000Z,14:30:00,ROBPAG,Robbery Per Agg,4,2018-02-14T17:42:58.000Z,0,0,0,0,0,,2018-02-15T06:12:46.000Z,2018-02-15T20:00:37.000Z,1781
0012XX Hennepin AV S,3740561,MP 2018 048151,1,2018-02-14T18:00:00.000Z,2018-02-14T16:58:00.000Z,16:58:00,BURGB,Burglary Of Business,6,2018-02-14T17:55:05.000Z,16661,44.97449561,-93.28102208,-10383995.88,5617507.236,LORING PARK,2018-02-15T09:31:56.000Z,2018-02-15T20:00:37.000Z,1782
0037XX Minnehaha AV S,3740565,MP 2018 048223,3,2018-02-14T19:00:00.000Z,2018-02-14T17:45:00.000Z,17:45:00,DASLT2,2nd Deg Domes Aslt,5,2018-02-14T18:58:20.000Z,21265,44.93585216,-93.22514216,-10377775.35,5611428.369,HOWE,2018-02-15T09:36:24.000Z,2018-02-15T20:00:37.000Z,1783
0023XX 28 AV S,3740566,MP 2018 048257,3,2018-02-14T19:12:00.000Z,2018-02-14T09:00:00.000Z,9:00:00,THEFT,Other Theft,7,2018-02-14T19:10:46.000Z,15104,44.96008832,-93.23143534,-10378475.91,5615240.396,SEWARD,2018-02-15T08:51:16.000Z,2018-02-15T20:00:37.000Z,1784
0012XX Russell AV N,3740572,MP 2018 999140,4,2018-02-14T19:58:06.000Z,2018-02-14T16:00:00.000Z,16:00:00,TFMV,Theft From Motr Vehc,7,2018-02-14T19:58:06.000Z,15419,44.99053914,-93.31079888,-10387310.62,5620032.191,WILLARD - HAY,2018-02-15T06:20:37.000Z,2018-02-15T20:00:37.000Z,1785
0020XX Broadway AV W,3740573,MP 2018 048324,4,2018-02-14T20:00:00.000Z,2018-02-14T19:10:00.000Z,19:10:00,DASTR,Domestic Assault/Strangulation,5,2018-02-14T20:03:04.000Z,14753,45.00125875,-93.30562646,-10386734.83,5621719.653,JORDAN,2018-02-14T23:29:43.000Z,2018-02-15T20:00:37.000Z,1786
0016XX New Brighton BL ,3740574,MP 2018 048315,2,2018-02-14T20:11:00.000Z,2018-02-14T18:43:00.000Z,18:43:00,THEFT,Other Theft,7,2018-02-14T20:10:31.000Z,21511,45.00363907,-93.22883412,-10378186.34,5622094.402,NORTHEAST PARK,2018-02-15T18:41:25.000Z,2018-02-15T20:00:37.000Z,1787
0013XX 2 AV S,3740577,MP 2018 048406,1,2018-02-14T21:22:00.000Z,2018-02-14T20:10:00.000Z,20:10:00,THEFT,Other Theft,7,2018-02-14T21:21:47.000Z,25845,44.96976154,-93.27499862,-10383325.35,5616762.316,LORING PARK,2018-02-15T06:48:55.000Z,2018-02-15T20:00:37.000Z,1788
0048XX Oakland AV S,3740578,MP 2018 048154,3,2018-02-14T21:27:00.000Z,2018-01-31T00:01:00.000Z,0:01:00,THEFT,Other Theft,7,2018-02-14T21:24:23.000Z,13280,44.91520867,-93.26647687,-10382376.71,5608182.689,FIELD,2018-02-15T05:17:39.000Z,2018-02-15T20:00:37.000Z,1789
0042XX Humboldt AV N,3740584,MP 2018 048231,4,2018-02-14T22:21:00.000Z,2018-02-13T23:00:00.000Z,23:00:00,BURGD,Burglary Of Dwelling,6,2018-02-14T22:20:29.000Z,10738,45.03246022,-93.29831682,-10385921.12,5626633.131,WEBBER - CAMDEN,2018-02-16T05:55:43.000Z,2018-02-16T20:00:53.000Z,1790
0025XX Delaware ST SE,3740600,MP 2018 999139,2,2018-02-15T00:07:01.000Z,2018-02-01T00:00:00.000Z,0:00:00,THEFT,Other Theft,7,2018-02-15T00:07:01.000Z,22798,44.97217803,-93.22146297,-10377365.79,5617142.549,PROSPECT PARK - EAST RIVER ROAD,2018-02-15T07:28:46.000Z,2018-02-15T20:00:37.000Z,1791
0035XX Lyndale AV N,3740604,MP 2018 048334,4,2018-02-15T01:00:00.000Z,2018-02-14T19:16:00.000Z,19:16:00,ROBPAG,Robbery Per Agg,4,2018-02-15T00:56:44.000Z,10399,45.01940339,-93.28803356,-10384776.39,5624576.67,MCKINLEY,2018-02-15T06:04:02.000Z,2018-02-15T20:00:37.000Z,1792
0028XX Irving AV N,3740609,MP 2018 048665,4,2018-02-15T01:12:00.000Z,2018-02-14T10:00:00.000Z,10:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-15T01:11:43.000Z,16368,45.00869963,-93.29936698,-10386038.02,5622891.169,JORDAN,2018-02-15T06:20:26.000Z,2018-02-15T20:00:37.000Z,1793
0010XX Currie AV ,3740613,MP 2018 048701,4,2018-02-14T14:51:00.000Z,2018-02-07T13:00:00.000Z,13:00:00,THFTSW,Theft By Swindle,7,2018-02-15T02:03:54.000Z,25669,44.97802336,-93.29716994,-10385793.45,5618062.378,DOWNTOWN WEST,2018-02-16T01:54:19.000Z,2018-02-16T20:00:53.000Z,1794
0032XX Lowry AV N,3740626,MP 2018 048806,4,2018-02-15T03:55:00.000Z,2018-02-15T02:00:00.000Z,2:00:00,ROBPAG,Robbery Per Agg,4,2018-02-15T03:53:55.000Z,10137,45.01340821,-93.31877609,-10388198.64,5623632.582,,2018-02-16T10:01:18.000Z,2018-02-16T20:00:53.000Z,1795
0021XX Glenwood AV ,3740629,MP 2018 048842,4,2018-02-15T05:40:00.000Z,2018-02-15T05:01:00.000Z,5:01:00,AUTOTH,Motor Vehicle Theft,8,2018-02-15T05:33:13.000Z,15737,44.98073056,-93.30730703,-10386921.91,5618488.417,HARRISON,2018-02-16T05:58:39.000Z,2018-02-16T20:00:53.000Z,1796
0029XX Upton AV N,3740632,MP 2018 999138,4,2018-02-15T07:01:17.000Z,2018-02-13T06:00:00.000Z,6:00:00,THEFT,Other Theft,7,2018-02-15T07:01:17.000Z,10896,45.01053804,-93.31461652,-10387735.6,5623180.638,JORDAN,2018-02-15T07:01:22.000Z,2018-02-15T20:00:37.000Z,1797
0008XX 28 ST E,3740634,MP 2018 048871,1,2018-02-15T08:19:00.000Z,2018-02-15T02:00:00.000Z,2:00:00,ROBPER,Robbery Of Person,4,2018-02-15T07:56:59.000Z,15519,44.95195537,-93.26136643,-10381807.82,5613961.011,MIDTOWN PHILLIPS,2018-02-16T14:29:51.000Z,2018-02-16T20:00:53.000Z,1798
0022XX Franklin AV E,3740638,MP 2018 048887,3,2018-02-15T09:00:00.000Z,2018-02-15T07:55:00.000Z,7:55:00,ASLT2,Asslt W/dngrs Weapon,5,2018-02-15T09:00:05.000Z,19124,44.96275084,-93.23966581,-10379392.12,5615659.273,SEWARD,2018-02-15T11:20:10.000Z,2018-02-15T20:00:37.000Z,1799
0032XX Queen AV N,3740649,MP 2018 048892,4,2018-02-15T09:30:00.000Z,2018-02-15T07:00:00.000Z,7:00:00,BURGD,Burglary Of Dwelling,6,2018-02-15T09:12:07.000Z,19482,45.01356972,-93.3095168,-10387167.9,5623658.014,CLEVELAND,2018-02-16T14:32:22.000Z,2018-02-16T20:00:53.000Z,1800
0011XX Lagoon AV ,3740650,MP 2018 047051,5,2018-02-15T09:35:00.000Z,2018-02-09T02:00:00.000Z,2:00:00,SHOPLF,Shoplifting,7,2018-02-15T09:24:29.000Z,19777,44.94891146,-93.29367343,-10385404.22,5613482.224,LOWRY HILL EAST,2018-02-15T22:35:05.000Z,2018-02-16T20:00:53.000Z,1801
0022XX University AV NE,3740687,MP 2018 048943,2,2018-02-15T10:45:00.000Z,2018-02-04T16:30:00.000Z,16:30:00,ROBPAG,Robbery Per Agg,4,2018-02-15T10:30:46.000Z,14501,45.01054468,-93.26311376,-10382002.33,5623181.683,HOLLAND,2018-02-15T12:48:16.000Z,2018-02-15T20:00:37.000Z,1802
0025XX 4 ST NE,3740691,MP 2018 048953,2,2018-02-15T10:45:00.000Z,2018-02-15T05:45:00.000Z,5:45:00,BURGB,Burglary Of Business,6,2018-02-15T10:46:34.000Z,21043,45.01404853,-93.26155874,-10381829.23,5623733.41,HOLLAND,2018-02-15T11:56:42.000Z,2018-02-15T20:00:37.000Z,1803
0030XX Irving AV N,3740701,MP 2018 049003,4,2018-02-15T11:10:00.000Z,2018-02-15T10:15:00.000Z,10:15:00,TFMV,Theft From Motr Vehc,7,2018-02-15T11:40:37.000Z,10675,45.01228236,-93.29938196,-10386039.69,5623455.3,JORDAN,2018-02-16T14:32:48.000Z,2018-02-16T20:00:53.000Z,1804
0051XX MINNEHAHA AV ,3740704,MP 2018 999134,3,2018-02-15T11:51:04.000Z,2017-12-18T00:00:00.000Z,0:00:00,THEFT,Other Theft,7,2018-02-15T11:51:04.000Z,25335,44.91191605,-93.20797367,-10375864.17,5607665.113,HIAWATHA,2018-02-15T11:51:09.000Z,2018-02-15T20:00:37.000Z,1805
0004XX 15 AV SE,3740706,MP 2018 999133,2,2018-02-15T12:22:11.000Z,2018-02-13T19:00:00.000Z,19:00:00,TFMV,Theft From Motr Vehc,7,2018-02-15T12:22:11.000Z,16895,44.98043108,-93.23400904,-10378762.41,5618441.287,UNIVERSITY OF MINNESOTA,2018-02-15T12:22:17.000Z,2018-02-15T20:00:37.000Z,1806
0027XX Broadway AV W,3740712,MP 2018 049043,4,2018-02-15T12:30:00.000Z,2018-02-15T03:55:00.000Z,3:55:00,BURGB,Burglary Of Business,6,2018-02-15T12:56:31.000Z,20592,45.00939161,-93.3148249,-10387758.79,5623000.125,WILLARD - HAY,2018-02-16T14:19:20.000Z,2018-02-16T20:00:53.000Z,1807
0002XX Lake ST W,3740721,MP 2018 049121,5,2018-02-15T13:13:00.000Z,2018-02-12T09:00:00.000Z,9:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-15T13:24:27.000Z,19784,44.94835457,-93.28218485,-10384125.32,5613394.631,WHITTIER,2018-02-15T15:30:54.000Z,2018-02-15T20:00:37.000Z,1808
0034XX Lyndale AV N,3740731,MP 2018 049203,4,2018-02-15T13:47:00.000Z,2018-02-11T09:00:00.000Z,9:00:00,DASTR,Domestic Assault/Strangulation,5,2018-02-15T13:46:30.000Z,10402,45.01759788,-93.2880285,-10384775.83,5624292.338,MCKINLEY,2018-02-16T06:35:52.000Z,2018-02-16T20:00:53.000Z,1809
1 AV N / 5 ST N,3740734,MP 2018 049202,1,2018-02-15T13:51:00.000Z,2018-02-15T02:30:00.000Z,2:30:00,ASLT2,Asslt W/dngrs Weapon,5,2018-02-15T13:48:37.000Z,,44.98037,-93.27374,-10383185.38,5618432.458,DOWNTOWN WEST,2018-02-16T13:43:42.000Z,2018-02-16T20:00:53.000Z,1810
0025XX Lake ST E,3740741,MP 2018 049196,3,2018-02-15T14:18:00.000Z,2018-02-15T13:08:00.000Z,13:08:00,SHOPLF,Shoplifting,7,2018-02-15T14:12:47.000Z,19097,44.94837171,-93.23514707,-10378889.1,5613397.327,LONGFELLOW,2018-02-15T21:02:31.000Z,2018-02-16T20:00:53.000Z,1811
00001X Lake ST W,3740742,MP 2018 049191,5,2018-02-15T14:15:00.000Z,2018-02-15T13:22:00.000Z,13:22:00,THEFT,Other Theft,7,2018-02-15T14:14:48.000Z,21928,44.94834704,-93.27880784,-10383749.39,5613393.448,WHITTIER,2018-02-15T15:26:10.000Z,2018-02-15T20:00:37.000Z,1812
0036XX Penn AV N,3740743,MP 2018 049226,4,2018-02-15T15:30:00.000Z,2018-02-15T13:45:00.000Z,13:45:00,DASLT2,2nd Deg Domes Aslt,5,2018-02-15T14:22:45.000Z,10352,45.02136805,-93.30828599,-10387030.88,5624886.075,CLEVELAND,2018-02-16T06:35:19.000Z,2018-02-16T20:00:53.000Z,1813
0027XX WEST LAKE OF THE ISLES PK ,3740747,MP 2018 999131,5,2018-02-15T14:32:15.000Z,2018-02-14T14:30:00.000Z,14:30:00,TFMV,Theft From Motr Vehc,7,2018-02-15T14:32:15.000Z,20788,44.95324169,-93.31180022,-10387422.09,5614163.349,CEDAR - ISLES - DEAN,2018-02-15T14:32:19.000Z,2018-02-15T20:00:37.000Z,1814
00001X Lake ST W,3740755,MP 2018 049327,5,2018-02-15T15:30:00.000Z,2018-02-15T14:30:00.000Z,14:30:00,SHOPLF,Shoplifting,7,2018-02-15T15:23:40.000Z,21928,44.94834704,-93.27880784,-10383749.39,5613393.448,WHITTIER,2018-02-15T22:25:32.000Z,2018-02-16T20:00:53.000Z,1815
0009XX NICOLLET MALL  ,3740758,MP 2018 999130,1,2018-02-15T15:44:18.000Z,2018-02-08T00:00:00.000Z,0:00:00,THEFT,Other Theft,7,2018-02-15T15:44:18.000Z,19563,44.97449942,-93.27431687,-10383249.46,5617507.835,DOWNTOWN WEST,2018-02-15T15:44:21.000Z,2018-02-15T20:00:37.000Z,1816
0003XX Nicollet Mall  ,3740759,MP 2018 025921,1,2018-02-15T15:45:00.000Z,2018-01-24T20:30:00.000Z,20:30:00,THEFT,Other Theft,7,2018-02-15T15:45:42.000Z,21735,44.98028091,-93.26939311,-10382701.35,5618417.653,DOWNTOWN WEST,2018-02-16T07:29:01.000Z,2018-02-16T20:00:53.000Z,1817
0024XX Central AV NE,3740760,MP 2018 999129,2,2018-02-15T16:08:13.000Z,2018-02-13T12:20:00.000Z,12:20:00,THEFT,Other Theft,7,2018-02-15T16:08:13.000Z,19628,45.01266897,-93.24734147,-10380246.57,5623516.177,HOLLAND,2018-02-15T16:08:18.000Z,2018-02-15T20:00:37.000Z,1818
NICOLLET MALL   / 9 ST S,3740761,MP 2018 999128,99,2018-02-15T16:15:11.000Z,2018-02-13T15:00:00.000Z,15:00:00,THEFT,Other Theft,7,2018-02-15T16:15:11.000Z,,44.97498,-93.27386,-10383198.79,5617583.563,DOWNTOWN WEST,2018-02-15T16:15:12.000Z,2018-02-15T20:00:37.000Z,1819
0009XX Broadway ST NE,3740764,MP 2018 999127,2,2018-02-15T16:33:06.000Z,2018-02-14T10:00:00.000Z,10:00:00,TFMV,Theft From Motr Vehc,7,2018-02-15T16:33:06.000Z,20101,44.9987036,-93.24544371,-10380035.31,5621317.398,LOGAN PARK,2018-02-15T16:33:09.000Z,2018-02-15T20:00:37.000Z,1820
0018XX Nicollet AV S,3740767,MP 2018 049412,5,2018-02-15T16:59:00.000Z,2018-02-15T16:12:00.000Z,16:12:00,THEFT,Other Theft,7,2018-02-15T16:58:52.000Z,22155,44.96471066,-93.27781232,-10383638.57,5615967.612,STEVENS SQUARE - LORING HEIGHTS,2018-02-15T22:23:37.000Z,2018-02-16T20:00:53.000Z,1821
0029XX Columbus AV S,3740770,MP 2018 049350,3,2018-02-15T17:30:00.000Z,2018-02-15T00:01:00.000Z,0:01:00,BIKETF,Bike Theft,7,2018-02-15T17:21:53.000Z,16419,44.95014778,-93.26392284,-10382092.4,5613676.685,PHILLIPS WEST,2018-02-16T06:14:30.000Z,2018-02-16T20:00:53.000Z,1822
0028XX Central AV NE,3740771,MP 2018 049385,2,2018-02-15T16:15:00.000Z,2018-01-16T12:00:00.000Z,12:00:00,THEFT,Other Theft,7,2018-02-15T17:21:55.000Z,22591,45.01948122,-93.24727266,-10380238.91,5624588.927,COLUMBIA PARK,2018-02-16T06:44:40.000Z,2018-02-16T20:00:53.000Z,1823
0020XX 21 AV N,3740774,MP 2018 999126,4,2018-02-15T17:53:27.000Z,2018-02-15T13:30:00.000Z,13:30:00,THEFT,Other Theft,7,2018-02-15T17:53:27.000Z,14758,45.00030743,-93.30629319,-10386809.05,5621569.885,WILLARD - HAY,2018-02-15T17:53:32.000Z,2018-02-15T20:00:37.000Z,1824
0013XX Nicollet AV S,3740776,MP 2018 049406,1,2018-02-15T18:05:00.000Z,2018-02-15T12:00:00.000Z,12:00:00,THEFT,Other Theft,7,2018-02-15T18:05:55.000Z,16712,44.96938053,-93.2778161,-10383638.99,5616702.365,LORING PARK,2018-02-16T13:45:15.000Z,2018-02-16T20:00:53.000Z,1825
0029XX Pillsbury AV S,3740786,MP 2018 049497,5,2018-02-15T19:30:00.000Z,2018-02-15T17:00:00.000Z,17:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-15T19:30:42.000Z,20803,44.94955167,-93.28134598,-10384031.94,5613582.923,WHITTIER,2018-02-16T07:40:36.000Z,2018-02-16T20:00:53.000Z,1826
0007XX 5 AV S,3740790,MP 2018 049588,1,2018-02-15T20:40:00.000Z,2018-01-22T13:00:00.000Z,13:00:00,CSCR,Crim Sex Cond-rape,3,2018-02-15T19:57:46.000Z,21740,44.97352012,-93.26583963,-10382305.78,5617353.733,ELLIOT PARK,2018-02-16T09:20:21.000Z,2018-02-16T20:00:53.000Z,1827
0027XX Minnehaha AV S,3740796,MP 2018 049586,3,2018-02-15T21:01:00.000Z,2018-02-15T18:00:00.000Z,18:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-15T21:01:04.000Z,25753,44.95214973,-93.23561843,-10378941.57,5613991.583,LONGFELLOW,2018-02-16T11:33:34.000Z,2018-02-16T20:00:53.000Z,1828
0015XX Como AV SE,3740798,MP 2018 049573,2,2018-02-15T21:05:00.000Z,2018-02-15T18:34:00.000Z,18:34:00,THEFT,Other Theft,7,2018-02-15T21:05:08.000Z,21617,44.98783242,-93.22994319,-10378309.8,5619606.153,COMO,2018-02-16T06:46:51.000Z,2018-02-16T20:00:53.000Z,1829
0009XX Cedar AV S,3740803,MP 2018 049724,3,2018-02-15T22:00:00.000Z,2018-02-15T20:30:00.000Z,20:30:00,TFMV,Theft From Motr Vehc,7,2018-02-15T21:39:31.000Z,18794,44.96347096,-93.24726717,-10380238.3,5615772.568,SEWARD,2018-02-16T05:32:21.000Z,2018-02-16T20:00:53.000Z,1830
3 AV NE / Harrison ST NE,3740807,MP 2018 049680,2,2018-02-15T22:00:00.000Z,2018-02-15T19:41:00.000Z,19:41:00,TFMV,Theft From Motr Vehc,7,2018-02-15T21:59:00.000Z,,44.9951,-93.24733,-10380245.76,5620750.124,MARCY HOLMES,2018-02-16T06:47:07.000Z,2018-02-16T20:00:53.000Z,1831
0037XX Zenith AV S,3740812,MP 2018 049792,5,2018-02-15T23:11:00.000Z,2018-02-01T08:00:00.000Z,8:00:00,BURGD,Burglary Of Dwelling,6,2018-02-15T23:09:46.000Z,12212,44.93593406,-93.32136321,-10388486.63,5611441.248,LINDEN HILLS,2018-02-16T04:32:33.000Z,2018-02-16T20:00:53.000Z,1832
